0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0081,1.0463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0215,1.0598,1.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0349,1.0732,1.1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0101,1.0484,1.0866,1.1249,1.1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0236,1.0618,1.1001,1.1383,1.1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.037,1.0752,1.1135,1.1517,1.19,1.2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0122,1.0504,1.0887,1.1269,1.1652,1.2034,1.2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0256,1.0639,1.1021,1.1403,1.1786,1.2168,1.2551,1.2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0008,1.039,1.0773,1.1155,1.1538,1.192,1.2303,1.2685,1.3068,1.4524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0142,1.0525,1.0907,1.129,1.1672,1.2055,1.2437,1.282,1.3202,1.3585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0276,1.0659,1.1041,1.1424,1.1806,1.2189,1.2571,1.2954,1.3336,1.3719,1.4512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0028,1.0411,1.0793,1.1176,1.1558,1.1941,1.2323,1.2706,1.3088,1.3471,1.3853,1.4236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0163,1.0545,1.0928,1.131,1.1692,1.2075,1.2457,1.284,1.3222,1.3605,1.3987,1.437,1.4752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0297,1.0679,1.1062,1.1444,1.1827,1.2209,1.2592,1.2974,1.3357,1.3739,1.4122,1.4504,1.4887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0049,1.0431,1.0814,1.1196,1.1579,1.1961,1.2344,1.2726,1.3109,1.3491,1.3874,1.4256,1.4639,1.5021,1.5403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0183,1.0565,1.0948,1.133,1.1713,1.2095,1.2478,1.286,1.3243,1.3625,1.4008,1.439,1.4773,1.5155,1.5538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0317,1.07,1.1082,1.1465,1.1847,1.223,1.2612,1.2995,1.3377,1.376,1.4142,1.4525,1.4907,1.529,1.5672,1.6055,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0069,1.0452,1.0834,1.1217,1.1599,1.1982,1.2364,1.2746,1.3129,1.3511,1.3894,1.4276,1.4659,1.5041,1.5424,1.5806,1.6189,1.8971,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0203,1.0586,1.0968,1.1351,1.1733,1.2116,1.2498,1.2881,1.3263,1.3646,1.4028,1.4411,1.4793,1.5176,1.5558,1.5941,1.6323,1.6706,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0338,1.072,1.1103,1.1485,1.1868,1.225,1.2633,1.3015,1.3398,1.378,1.4163,1.4545,1.4928,1.531,1.5693,1.6075,1.6457,1.684,1.8959,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0153,1.0575,1.0928,1.1259,1.1619,1.2002,1.2384,1.2767,1.3149,1.3532,1.3914,1.4297,1.4679,1.5062,1.5444,1.5827,1.6209,1.6592,1.6974,1.7357,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0347,1.0769,1.1191,1.1534,1.1864,1.2194,1.2524,1.2901,1.3284,1.3666,1.4049,1.4431,1.4814,1.5196,1.5579,1.5961,1.6344,1.6726,1.7109,1.7491,1.8948,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0119,1.0541,1.0962,1.1384,1.1806,1.2139,1.2469,1.2799,1.313,1.346,1.38,1.4183,1.4565,1.4948,1.533,1.5713,1.6095,1.6478,1.686,1.7243,1.7625,1.8008,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0312,1.0734,1.1156,1.1578,1.2,1.2414,1.2744,1.3075,1.3405,1.3735,1.4065,1.4395,1.4726,1.5082,1.5465,1.5847,1.623,1.6612,1.6995,1.7377,1.776,1.8142,1.8936,0,0,0,0,0,0,0,0,0
